chembl_compound_id,canonical_smiles,np_likeness (NP-Scout),macrocyclic_label
CHEMBL340116,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(cc1)c2nccs2)[C@H](O)[C@@H](O)[C@@H](OCc3ccc(cc3)c4nccs4)C(=O)N[C@@H](C(C)C)C(=O)NC)C(C)C,0.52,
CHEMBL124139,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(Br)cc1)[C@H](O)[C@@H](O)[C@@H](OCc2ccc(Br)cc2)C(=O)N[C@@H](C(C)C)C(=O)NC)C(C)C,0.32,
CHEMBL431648,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(F)c(F)c1)[C@H](O)[C@@H](O)[C@@H](OCc2ccc(F)c(F)c2)C(=O)N[C@@H](C(C)C)C(=O)NC)C(C)C,0.19,
CHEMBL317263,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(F)cc1)[C@H](O)[C@@H](O)[C@@H](OCc2ccc(F)cc2)C(=O)N[C@@H](C(C)C)C(=O)NC)C(C)C,0.22,
CHEMBL107965,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(F)cc1F)[C@H](O)[C@@H](O)[C@@H](OCc2ccc(F)cc2F)C(=O)N[C@@H](C(C)C)C(=O)NC)C(C)C,0.19,
CHEMBL102228,CNC(=O)[C@@H](NC(=O)[C@H](OCc1cccc(F)c1)[C@H](O)[C@@H](O)[C@@H](OCc2cccc(F)c2)C(=O)N[C@@H](C(C)C)C(=O)NC)C(C)C,0.22,
CHEMBL320893,CNC(=O)[C@@H](NC(=O)[C@H](OCc1cccc(F)c1F)[C@H](O)[C@@H](O)[C@@H](OCc2cccc(F)c2F)C(=O)N[C@@H](C(C)C)C(=O)NC)C(C)C,0.19,
CHEMBL124093,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc2ccccc2)C(=O)N[C@H](C(=O)NC)c3ccccc3)c4ccccc4,0.5,
CHEMBL573887,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)C(C)C,0.56,
CHEMBL573717,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)[C@H](C)COC,0.54,
CHEMBL573888,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)C5COC5,0.5,
CHEMBL322026,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1F)[C@H](O)[C@@H](O)[C@@H](OCc2ccccc2F)C(=O)N[C@@H](C(C)C)C(=O)NC)C(C)C,0.19,
CHEMBL3800558,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(\C=C(/O)\c5ccc(cc5)C(C)(C)C)nc(nc34)C#Cc6ccc(cc6)C(C)(C)C,0.65,
CHEMBL589209,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#CCCCCc6cn(nn6)c7ccc(cc7)C(=O)O,0.34,
CHEMBL602843,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#CCCCCc6cn(nn6)c7ccc(N)cc7,0.28,
CHEMBL602844,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#CCCCCc6cn(nn6)c7ccc(cc7)N=C=S,0.22,
CHEMBL589262,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#CCCCCc6cn(nn6)c7cccc(c7)[N+](=O)[O-],0.32,
CHEMBL605399,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#CCCCCc6cn(nn6)C78CC9CC(CC(C9)C7)C8,0.23,
CHEMBL602846,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#CCCCCc6cn(CCCCN)nn6,0.32,
CHEMBL602847,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#CCCCCc6cn(CCCCNC(=O)C)nn6,0.42,
CHEMBL589263,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#CCCCCc6cn(CCNC(=O)C)nn6,0.42,
CHEMBL602848,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#CCCCCc6cn(Cc7ccc(cc7)N8SC=CC8=O)nn6,0.3,
CHEMBL589261,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#CCCCc6cn(nn6)c7cccc(c7)[N+](=O)[O-],0.31,
CHEMBL2064634,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#Cc6cc7cccc8ccc9cccc6c9c78,0.36,
CHEMBL2064661,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#Cc6ccc7ccc8cccc9ccc6c7c89,0.36,
CHEMBL1094998,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCc4ccc(CNC(=O)c5cc(c(O)c(c5)C(C)(C)C)C(C)(C)C)cc4)ncnc23,0.61,
CHEMBL1094999,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCc4ccc(CNC(=O)c5cc(cc(c5)C(C)(C)C)C(C)(C)C)cc4)ncnc23,0.6550013784899804,
CHEMBL1095001,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCc4ccc(NC(=O)CCC(=O)NCCc5cc(c(O)c(c5)C(C)(C)C)C(C)(C)C)cc4)ncnc23,0.7,
CHEMBL3856141,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(Nc4ccc(CCNC(=O)c5cc(c(O)c(c5)C(C)(C)C)C(C)(C)C)cc4)ncnc23,0.65,
CHEMBL1094995,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(Nc4ccc(CCNC(=O)c5cc(cc(c5)C(C)(C)C)C(C)(C)C)cc4)ncnc23,0.64,
CHEMBL1094997,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(Nc4ccc(CCNC(=O)c5ccc6c(c5)C(C)(C)N([O])C6(C)C)cc4)ncnc23,0.6,
CHEMBL3655695,CNC(=O)CCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc(c3)c4ccc(cc4)C(C)(C)C,0.06,
CHEMBL3655696,CNC(=O)CCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc(c3)c4ccc(cc4)C(C)C,0.07,
CHEMBL3219086,CNC(=O)CCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc(c3)c4ccc(OC)cc4OC,0.06,
CHEMBL3143796,CNC(=O)CCCCCN1C(=O)N(C=C(C)C1=O)[C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C,0.31,
CHEMBL264587,CNC(=O)CCCCN1C(=O)N(C=C(C)C1=O)[C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C,0.31,
CHEMBL3651867,CNC(=O)CCN1CCC(CC1)c2cc(OC(C)C)c(Nc3nc(Nc4ccccc4S(=O)(=O)C(C)C)c5c(C)[nH]nc5n3)cc2C,0.05,
CHEMBL3651856,CNC(=O)CN1CCC(CC1)c2cc(OC(C)C)c(Nc3nc(Nc4ccccc4S(=O)(=O)C(C)C)c5c(C)[nH]nc5n3)cc2C,0.06,
CHEMBL3683174,CNC(=O)CN[C@@H]1CC[C@@H](CN(C)c2ccc(nc2)N3[C@@H](c4ccc(Cl)cc4)c5cc(OC(C)C)c(OC)cc5CC3=O)CC1,0.12,
CHEMBL3219778,CNC(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CC6)c45,0.45,
CHEMBL2151248,CNC(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3C)c45,0.53,
CHEMBL2151247,CNC(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CC6)c45,0.45,
CHEMBL3219782,CNC(=O)COCC(=O)Nc1ccc(cc1)[C@H](CCN2C3CCC2CC(C3)n4c(C)nnc4C(C)C)NC(=O)C5CCC(F)(F)CC5,0.01,
CHEMBL1669600,CNC(=O)Cn1cc(CN2CCN(CC2)c3cc(C(=O)Nc4ccc5CCc6c(nn(c7ccc(F)cc7)c6c5c4)C(=O)N)c(Cl)cn3)cn1,0,
CHEMBL3660181,CNC(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC3CCNCC3)C(=O)NCc4ccc(cc4)C(=N)N)CC1,0.11,
CHEMBL503016,CNC(=O)N1CCN(Cc2ccc(cc2)c3cc4nccc(Oc5ccc(NC(=O)N6CCN(C6=O)c7ccccc7)cc5F)c4s3)CC1,0.03,
CHEMBL2312677,CNC(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,0,
CHEMBL181161,CNC(=O)N[C@@H](Cc1ccc(Cl)cc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N,0.45,
CHEMBL3219100,CNC(=O)NCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc(c3)c4ccc(OC)cc4OC,0.06,
CHEMBL377396,CNC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C=C(C(=O)C(C)C)C(=O)c3c2CN(C)Cc5ccccc5,0.03,
CHEMBL388868,CNC(=O)Nc1nc(cs1)[C@@H](CCN2CCC3(CC2)C=Cc4ccccc34)C(=O)NCc5cc(cc(c5)C(F)(F)F)C(F)(F)F,0.03,
CHEMBL389771,CNC(=O)Nc1nc(cs1)[C@H](CCN2CCC3(CC2)C=Cc4ccccc34)C(=O)NCc5cc(cc(c5)C(F)(F)F)C(F)(F)F,0.03,
CHEMBL2160226,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc(cc2)c3oc4ccccc4c3C(=O)c5ccc(C)cc5)c1,0.24,
CHEMBL191461,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3C(=O)\C(=C\c4cc(OC)c(OC)c(OC)c4)\Cc3c2)c1,0.45,
CHEMBL365136,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3C(=O)\C(=C\c4cc(OC)c(OC)c(OC)c4)\CCc3c2)c1,0.44,
CHEMBL190528,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3C(=O)\C(=C\c4cc(OC)c(OC)c(OC)c4)\Oc3c2)c1,0.44,
CHEMBL363588,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3C(=O)\C(=C\c4cc(OC)c(OC)c(OC)c4)\COc3c2)c1,0.49,
CHEMBL4061621,CNC(=O)c1c(oc2nc(CCC(F)(F)F)c(cc12)C3=CN(C)C(=O)C(=C3)C(=O)NC(C)(C)c4nocn4)c5ccc(F)cc5,0.13,
CHEMBL1795876,CNC(=O)c1ccc(cc1)c2ccc(cc2C(F)(F)F)N3C(=O)C=Cc4cnc5ccc(cc5c34)c6cnc7ccccc7c6,0.03,
CHEMBL538784,Cl.Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(C(=O)NC)c(COc3cccc4ccc(C)nc34)c2C(=O)NC)cn1,0.09,
CHEMBL544720,Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(C)c(COc3cccc4c(cc(C)nc34)c5ccccc5)c2C)cc1,0.04,
CHEMBL3216880,Cl.Cl.Cl.Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(cc(C)nc34)n5cccn5)c2Cl)cc1,0,
CHEMBL3215979,Cl.Cl.Cl.Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(cc(C)nc34)n5ccnc5)c2Cl)cc1,0.01,
CHEMBL3217081,Cl.Cl.Cl.Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(cc(C)nc34)n5cncn5)c2Cl)cc1,0.01,
CHEMBL3217073,Cl.Cl.Cl.Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(cc(C)nc34)N(C)C)c2Cl)cc1OC,0,
CHEMBL3215972,Cl.Cl.Cl.Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(cc(C)nc34)N(CCOC)CCOC)c2Cl)cc1,0.01,
CHEMBL3215529,Cl.Cl.Cl.Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(cc(C)nc34)N5CCCC5)c2Cl)cc1,0.02,
CHEMBL3215558,Cl.Cl.Cl.Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(cc(C)nc34)N5CCCCC5)c2Cl)cc1,0.02,
CHEMBL3215986,Cl.Cl.Cl.Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(cc(C)nc34)N5CCCCCC5)c2Cl)cc1,0.01,
CHEMBL3215541,Cl.Cl.Cl.Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(cc(C)nc34)N5CCN(C)CC5)c2Cl)cc1,0.02,
CHEMBL3216859,Cl.Cl.Cl.Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(cc(C)nc34)N5CCOCC5)c2Cl)cc1,0.02,
CHEMBL542176,Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(cc(C)nc34)N5CCOCC5)c2Cl)cn1,0.02,
CHEMBL539800,Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(NCCN(C)C)cc(C)nc34)c2Cl)cc1,0,
CHEMBL3215537,Cl.Cl.Cl.Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(NCCOC)cc(C)nc34)c2Cl)cc1,0,
CHEMBL545255,Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(OC(C)C)cc(C)nc34)c2Cl)cc1,0.01,
CHEMBL553530,Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(OC5CCCC5)cc(C)nc34)c2Cl)cc1,0.01,
CHEMBL538020,Cl.CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(OCC(=O)N(C)C)cc(C)nc34)c2Cl)cc1,0.01,
CHEMBL99978,CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(OCC(=O)O)cc(C)nc34)c2Cl)cc1,0.06,
CHEMBL99869,CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(OCc5ccccn5)cc(C)nc34)c2Cl)cc1,0,
CHEMBL264259,CNC(=O)c1ccc(\C=C\C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c3nc(c5ccccc5)n4C)c2Cl)cc1,0.02,
CHEMBL555006,Cl.Cl.CNC(=O)c1ccc(\C=C\C(=O)NCc2cccn2c3ccc(C(=O)NC)c(COc4cccc5ccc(C)nc45)c3C(=O)NC)cn1,0.01,
CHEMBL82606,CNC(=O)c1cccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5cccc(c5)C(=O)NC)C2=O)c1,0.3,
CHEMBL436262,CNC(=O)c1cccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc4ccccc4)N(Cc5cccc(c5)C(=O)NC)S2(=O)=O)c1,0.24,
CHEMBL3350106,CNC(=O)c1cccc(CN2[C@@H](COc3ccccc3)[C@@H](O)[C@H](O)[C@H](COc4ccccc4)N(Cc5cccc(c5)C(=O)NC)S2(=O)=O)c1,0.24,
CHEMBL3350096,CNC(=O)c1cccc(CN2[C@@H](COc3ccccc3)[C@@H](O)[C@H](O)[C@H](COc4ccccc4)N(Cc5ccccc5)S2(=O)=O)c1,0.23,
CHEMBL357057,CNC(=O)c1cccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc4ccccc4)N(Cc5ccccc5)S2(=O)=O)c1,0.23,
CHEMBL3691353,CNC(=O)n1ccc2cc(Oc3ccnc(NC(=O)c4ccc(cc4)C5CCN(C[C@@H](C)O)CC5)c3)c(OCCCOC)cc12,0.09,
CHEMBL3691354,CNC(=O)n1ccc2cc(Oc3ccnc(NC(=O)c4ccc(cc4)C5CCN(C[C@H](C)O)CC5)c3)c(OCCCOC)cc12,0.09,
CHEMBL1241425,CN[C@@H](C)C(=O)N[C@H]1CC[C@@H](C[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)NC(=O)Cc5ccccc5,0.44,
CHEMBL1241424,CN[C@@H](C)C(=O)N[C@H]1CC[C@H](C[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)NC(=O)Cc5ccccc5,0.44,
CHEMBL2436205,Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2ccc(cc2)S(=O)(=O)C)c3ccccc3N(Cc4c(OC)ccc5cc(Br)ccc45)C1=O,0.07,
CHEMBL434674,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCNC(=O)Nc3ccccc3C)C(=O)N(C)[C@@H](CC(=O)O)C(=O)N[C@@H](Cc4ccccc4)C(=O)N,0.48,
CHEMBL160753,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCNC(=O)Nc3ccccc3C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc4ccccc4)C(=O)N,0.45,
CHEMBL447424,CN[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C(=C(C1=O)c3cccc(OCCC(C)(C)CC(=O)O)c3F)C)c4ccccc4,0.1,
CHEMBL451916,CN[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C(=C(C1=O)c3cccc(OCCCCC(=O)O)c3F)C)c4ccccc4,0.09,
CHEMBL450414,CN[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C(=C(C1=O)c3cccc(OCCCN(C)CC(=O)O)c3F)C)c4ccccc4,0.09,
CHEMBL499442,CN[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C(=C(C1=O)c3cccc(OCCCNCC(=O)O)c3F)C)c4ccccc4,0.11,
CHEMBL509347,CN[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C(=C(C1=O)c3cccc(OCCCOCC(=O)O)c3F)C)c4ccccc4,0.09,
CHEMBL452198,CN[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C(=C(C1=O)c3cccc(OCCN(C)CC(=O)O)c3F)C)c4ccccc4,0.07,
CHEMBL502967,CN[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C(=C(C1=O)c3cccc(OCCNCC(=O)O)c3F)C)c4ccccc4,0.12,
CHEMBL506338,CN[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C(=C(C1=O)c3cccc(OCCOCC(=O)O)c3F)C)c4ccccc4,0.09,
CHEMBL3672586,CN[C@H]1C[C@H](N(C1)C(=O)N(C)Cc2csc(n2)C(C)C)C(=O)N[C@H](CC[C@H](Cc3ccccc3)NC(=O)OCc4cncs4)Cc5ccccc5,0.08,
CHEMBL3115178,CNCC[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4,0.34,
CHEMBL76484,CNCCCCC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](Cc2ccccc2)NC(=O)OC(C)(C)C,0.65,
CHEMBL1209496,CNCCN(C)c1cc(C)c(OCC(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N3CSC(C)(C)[C@H]3C(=O)N[C@@H]4[C@H](O)Cc5ccccc45)c(C)c1,0.49,
CHEMBL53709,[Na+].[Na+].CNCCN(CCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)[O-])C1=O)C(=O)[O-])C(=O)CCCCCc3c(c4cccnc4)n(C)c5ccc(Cl)cc35,0.32,
CHEMBL3288165,CNCCNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@](C)(CCN2CCC3(CC2)OC(=O)N(C)c4ccc(F)cc34)c5ccc(Cl)c(Cl)c5.OC(=O)C(F)(F)F,0.17,
CHEMBL1209493,CNCCNc1cc(C)c(OCC(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N3CSC(C)(C)[C@H]3C(=O)N[C@@H]4[C@H](O)Cc5ccccc45)c(C)c1,0.49,
CHEMBL166774,CNCCOc1ccc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3ccc(OCCNC)cc3)N(Cc4ccccc4)C(=O)N2Cc5ccccc5)cc1,0.15,
CHEMBL3701310,CNCCn1c(C)c(cc1c2cc3OCOc3cc2C(=O)N4Cc5ccccc5C[C@H]4C)C(=O)N(c6ccc(O)cc6)c7cnn(C)c7,0.12,
CHEMBL3695574,CNS(=O)(=O)Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(Oc4ccnc5NC(=O)C=Nc45)c6ccccc36)C(C)(C)C,0.03,
CHEMBL197247,CNS(=O)(=O)c1ccc(NC(=O)c2cccc(NC(=O)c3cc4cc(NC(=O)CC(C)(C)C)ccc4n3Cc5ccccc5F)c2)cc1,0.01,
CHEMBL3672080,CNc1c(c2ccccc2)c(nc3nc(nn13)c4ccccn4)c5ccc(CN6CC(C6)c7n[nH]c(n7)c8ccccn8)cc5,0.02,
CHEMBL501972,CNc1cc(C)c(OCC(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N3CSC(C)(C)[C@H]3C(=O)N[C@@H]4[C@H](O)Cc5ccccc45)c(C)c1,0.5,
CHEMBL35553,CNc1cccc(CN2[C@H](Cc3ccc4OCCOc4c3)[C@H](O)[C@@H](O)[C@@H](Cc5ccc6OCCOc6c5)N(Cc7cccc(N)c7)C2=O)c1,0.36,
CHEMBL285261,CNc1cccc(CN2[C@H](Cc3ccc4OCCc4c3)[C@H](O)[C@@H](O)[C@@H](Cc5ccc6OCCc6c5)N(Cc7cccc(NC)c7)C2=O)c1,0.14,
CHEMBL284947,CNc1cccc(CN2[C@H](Cc3ccc4OCCOc4c3)[C@H](O)[C@@H](O)[C@@H](Cc5ccc6OCCOc6c5)N(Cc7cccc(NC)c7)C2=O)c1,0.22,
CHEMBL2041942,CNc1oc2cc(ccc2n1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]4CO[C@H]5OC[C@H](OCCOC)[C@@H]45,0.3,
CHEMBL2314157,COC(=O)\C(=N\Nc1cccc(c1)n2nc(C(=O)Nc3ccc(cc3)S(=O)(=O)N)c(C(=O)O)c2c4ccccc4)\C(=O)C(C)C,0.02,
CHEMBL379337,COC(=O)C(=O)NC1=CS(=O)(=O)O[C@@]12[C@@H](COCc3ccccc3)O[C@H]([C@@H]2O[Si](C)(C)C(C)(C)C)N4C=C(C)C(=O)N(C)C4=O,0.27,
CHEMBL105130,COC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)N(C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc2ccccc2,0.27,
CHEMBL177228,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc2ccccc2,0.27,
CHEMBL1169550,COC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)N(C[C@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc2ccccc2,0.27,
CHEMBL4077012,COC(=O)[C@@H](CC(C)C)NC(=O)[C@H](NC(=O)c1noc(c2cc(C(C)C)c(O)cc2O)c1c3ccc(CN4CCOCC4)cc3)C(C)C,0.45,
CHEMBL3092842,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC\C=C\S(=O)(=O)C)NC(=O)OCc2ccccc2,0.33,
CHEMBL3400758,COC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)N)N(C)C(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C,0.68,
CHEMBL3260853,COC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)Cc3cc4cc(Cl)ccc4[nH]3,0.42,
CHEMBL3656067,COC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)c1c[nH]c(c1)c2cc(Oc3ccc(NC(=O)Nc4cccc(C)c4)c(F)c3)ccn2,0.11,
CHEMBL1325858,Cl.COC(=O)[C@H](CCCCN)n1cc(nn1)c2cc(cc(c2)c3cn(nn3)[C@@H](Cc4c[nH]c5ccccc45)C(=O)OC)C(=O)N6CCNCC6,0.08,
