chembl_compound_id,canonical_smiles,np_likeness (NP-Scout),macrocyclic_label
CHEMBL4071988,COC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)NC(=O)c2noc(c3cc(C(C)C)c(O)cc3O)c2c4ccc(CN5CCOCC5)cc4,0.2,
CHEMBL3765605,COC(=O)[C@H](CCSC)NC(=O)c1sc(N(Cc2cncn2Cc3ccc(cc3)C#N)C(=O)OC(C)(C)C)c(C#N)c1c4ccc(Cl)cc4,0,
CHEMBL3954152,COC(=O)[C@H](CO)NC(=O)[C@H](CCCCN(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)c2ccccc2,0.58,
CHEMBL3980951,COC(=O)[C@H](CO)NC(=O)[C@H](CCCC[N+](C)(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c2ccccc2,0.59,
CHEMBL1419268,COC(=O)[C@H](CO)n1cc(nn1)c2cc(cc(c2)c3cn(nn3)[C@@H](CCCCNC(=O)OC(C)(C)C)C(=O)OC)C(=O)N4CCN(CC4)C(=O)OC(C)(C)C,0.18,
CHEMBL4077514,COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c3noc(c4cc(C(C)C)c(O)cc4O)c3c5ccc(CN6CCOCC6)cc5,0.36,
CHEMBL1341190,Cl.COC(=O)[C@H](Cc1c[nH]c2ccccc12)n3cc(nn3)c4cc(cc(c4)c5cn(nn5)[C@@H](Cc6ccc(O)cc6)C(=O)O)C(=O)N7CCNCC7,0.02,
CHEMBL375384,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(=O)N(C[C@@H](O)[C@@H](Cc2ccccc2)NC(=O)OC(C)(C)C)Cc3ccccc3,0.27,
CHEMBL294737,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc2cn(C=O)c3ccccc23)NC(=O)[C@H](CCC(=O)N)NC(=O)OC(C)(C)C,0.22,
CHEMBL4093400,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)c2noc(c3cc(C(C)C)c(O)cc3O)c2c4ccc(CN5CCOCC5)cc4)C(C)C,0.39,
CHEMBL4062362,COC(=O)[C@@H](Cc1ccccc1)NC(=O)CCCCCNC(=O)c2noc(c3cc(C(C)C)c(O)cc3O)c2c4ccc(CN5CCOCC5)cc4,0.28,
CHEMBL3350214,COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)N)NC(=O)OC(C)(C)C)C(C)C,0.41,
CHEMBL335073,COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)N)NC(=O)OC(C)(C)C)C(C)C,0.41,
CHEMBL373581,COC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C)Cc2ccccc2)C(C)C,0.26,
CHEMBL375129,COC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OC(C)(C)C)C(C)C)Cc2ccccc2)C(C)C,0.26,
CHEMBL225410,COC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc2ccccc2)C(C)C,0.26,
CHEMBL225286,COC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)N(C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc2ccccc2)C(C)C,0.26,
CHEMBL222915,COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)N(C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc2ccccc2)C(C)C,0.26,
CHEMBL369416,COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc2ccccc2)C(C)C,0.26,
CHEMBL225461,COC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc2ccccc2)C(C)C,0.26,
CHEMBL269479,COC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc2ccccc2)C(C)C,0.26,
CHEMBL388172,COC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc2ccccc2)C(C)C,0.26,
CHEMBL389003,COC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc2ccccc2)C(C)C,0.26,
CHEMBL1169551,COC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(C[C@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc2ccccc2)C(C)C,0.26,
CHEMBL98228,COC(=O)[C@@H](NC(=O)[C@@H](C[C@H](O[Si](C)(C)C(C)(C)C)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc2ccccc2)C(C)C,0.12,
CHEMBL267130,COC(=O)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)N(C[C@@H](O)[C@@H](Cc2ccccc2)NC(=O)OC(C)(C)C)Cc3ccccc3)C(C)C,0.27,
CHEMBL3143748,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)OCc2ccccc2)C(C)C)C(C)C,0.26,
CHEMBL3143751,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)N)C(C)C)C(C)C,0.73,
CHEMBL3143752,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)OCc2ccccc2)C(C)C)C(C)C,0.26,
CHEMBL4101324,COC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)c1noc(c2cc(C(C)C)c(O)cc2O)c1c3ccc(CN4CCOCC4)cc3)C(C)C)C(C)C)C(C)C,0.23,
CHEMBL52495,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)C(C)C)C(C)C,0.79,
CHEMBL3143747,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)OCc2ccccc2)C(C)C)C(C)C,0.23,
CHEMBL222695,COC(=O)[C@H](NC(=O)[C@H](NC(=O)N(C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc2ccccc2)C(C)C)C(C)C,0.27,
CHEMBL4105667,COC(=O)[C@H](NC(=O)[C@H](NC(=O)c1noc(c2cc(C(C)C)c(O)cc2O)c1c3ccc(CN4CCOCC4)cc3)C(C)C)C(C)C,0.23,
CHEMBL4074892,COC(=O)[C@H](NC(=O)CCCCCNC(=O)c1noc(c2cc(C(C)C)c(O)cc2O)c1c3ccc(CN4CCOCC4)cc3)C(C)C,0.22,
CHEMBL4082518,COC(=O)[C@H](NC(=O)COCCOCCNC(=O)c1noc(c2cc(C(C)C)c(O)cc2O)c1c3ccc(CN4CCOCC4)cc3)C(C)C,0.25,
CHEMBL4072042,COC(=O)[C@H](NC(=O)COCCOCCOCCNC(=O)c1noc(c2cc(C(C)C)c(O)cc2O)c1c3ccc(CN4CCOCC4)cc3)C(C)C,0.25,
CHEMBL104525,COC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]2N[C@@H](C(=O)NCCNC(=O)[C@@H]3N[C@H](SC3(C)C)[C@H](NC(=O)Cc4ccccc4)C(=O)OC)C(C)(C)S2,0.23,
CHEMBL319652,COC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]2N[C@@H](C(=O)NNC(=O)[C@@H]3N[C@H](SC3(C)C)[C@H](NC(=O)Cc4ccccc4)C(=O)OC)C(C)(C)S2,0.17,
CHEMBL4090031,COC(=O)[C@H](NC(=O)c1cnc(nc1)N2CCN(CC2)C(=O)c3noc(c4cc(C(C)C)c(O)cc4O)c3c5ccc(CN6CCOCC6)cc5)C(C)C,0.07,
CHEMBL573658,COC(=O)[C@@H](NCc1ccc(cc1)C#Cc2cc(ccc2Cl)c3nn(CCCN4CCOCC4)c5CCN(Cc35)S(=O)(=O)C)c6ccccc6,0,
CHEMBL582916,COC(=O)[C@H](NCc1ccc(cc1)C#Cc2cc(ccc2Cl)c3nn(CCCN4CCOCC4)c5CCN(Cc35)S(=O)(=O)C)c6ccccc6,0,
CHEMBL2375700,COC(=O)[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(cc3)C#N)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.78,
CHEMBL3898345,COC(=O)[C@@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c3ccc(cc3)C#N)[C@@]4(C)OC5=C([C@H](O)[C@H]24)C(=O)OC(=C5)c6cccnc6)OC(=O)C,0.78,
CHEMBL4067405,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)Cn6c(CCC(=O)O)nc7ccccc67)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1,0.85,
CHEMBL4061365,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC=C4[C@@]5(C)CC[C@H](OC(=O)Cn6c(CCC(=O)O)nc7ccccc67)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1,0.85,
CHEMBL4099565,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)[C@@H]([C@@H]2C1)C(=O)C[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCn6c(CCC(=O)O)nc7ccccc67)C(C)(C)[C@@H]5CC[C@@]34C,0.53,
CHEMBL1484337,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5CCCNc6ccc(cc6Cl)C(F)(F)F,0.04,
CHEMBL1496576,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5CCc6c[nH]c7ccc(OC)cc67,0.05,
CHEMBL1410635,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5CCc6ccc(O)c(O)c6,0.24,
CHEMBL1560502,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5CCc6ccc(OC)c(Br)c6,0.07,
CHEMBL1490786,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6c(O)c(C)cnc6CO,0.22,
CHEMBL1530982,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6ccc(nc6)C(F)(F)F,0.02,
CHEMBL1482575,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6ccc(C)c(F)c6F,0.03,
CHEMBL1357982,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6ccc(Cl)c(c6)C(F)(F)F,0.02,
CHEMBL1597410,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6ccc(O)c(OC)c6,0.04,
CHEMBL1332759,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6ccc(OC)c(OC)c6,0.03,
CHEMBL1415180,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6ccc(cc6)S(=O)(=O)C,0.03,
CHEMBL1358631,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6cccc7ccccc67,0.03,
CHEMBL1441981,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6nc7ccccc7[nH]6,0.02,
CHEMBL1569485,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCCNc7ncc(cc7Cl)C(F)(F)F,0.07,
CHEMBL1551122,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCN7CNCC7=O,0.02,
CHEMBL1520727,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCc7c[nH]c8cc(F)ccc78,0.03,
CHEMBL1569592,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCc7c[nH]c8ccc(OC)cc78,0.03,
CHEMBL1408422,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCc7c[nH]c8ccccc78,0.03,
CHEMBL1332471,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCc7ccc(O)c(O)c7,0.2,
CHEMBL1518689,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCc7ccc(OC)c(Br)c7,0.05,
CHEMBL1365994,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCc7ccccn7,0.02,
CHEMBL1331410,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7c(O)c(C)cnc7CO,0.12,
CHEMBL1484196,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7cc(C)n(C)n7,0,
CHEMBL1452221,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7cc(F)cc8COCOc78,0.04,
CHEMBL1359108,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccc(nc7)C(F)(F)F,0.03,
CHEMBL1411743,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccc(C)c(F)c7F,0.01,
CHEMBL1492205,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7oc(C)cc7,0.03,
CHEMBL1318544,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccc(Cl)c(c7)C(F)(F)F,0.03,
CHEMBL1479088,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccc(OC(F)(F)F)cc7,0.04,
CHEMBL1593601,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccc(cc7)S(=O)(=O)C,0.02,
CHEMBL1317039,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7cccc8ccccc78,0.01,
CHEMBL1605632,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccccc7,0.01,
CHEMBL1521391,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccccn7,0.02,
CHEMBL1358276,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5CCN6CNCC6=O,0.13,
CHEMBL1602812,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5CCc6c[nH]c7ccc(O)cc67,0.31,
CHEMBL1328979,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5CCc6ccc(O)c(OC)c6,0.23,
CHEMBL1409320,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5CCc6ccc(OC)c(Br)c6,0.07,
CHEMBL1593997,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5CCc6ccccn6,0.16,
CHEMBL1411049,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6c(O)c(C)cnc6CO,0.44,
CHEMBL1368965,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6cc(C)n(C)n6,0.02,
CHEMBL1358197,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6cc(F)c(F)c(F)c6,0.03,
CHEMBL1572988,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6ccc(nc6)C(F)(F)F,0.02,
CHEMBL1378764,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6ccc(C)c(F)c6F,0.03,
CHEMBL1447392,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6ccc(Cl)c(c6)C(F)(F)F,0.01,
CHEMBL1397860,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6ccc(O)c(OC)c6,0.22,
CHEMBL1326360,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6ccc(OC(F)(F)F)cc6,0.02,
CHEMBL1435373,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6ccc(OC)c(OC)c6,0.11,
CHEMBL1332964,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6ccc(cc6)S(=O)(=O)C,0.06,
CHEMBL1598717,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6cccc7ccccc67,0.1,
CHEMBL1397225,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6nc7ccccc7[nH]6,0.08,
CHEMBL1518301,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCCNc7ncc(cc7Cl)C(F)(F)F,0.01,
CHEMBL1451562,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCN7CCOCC7,0.12,
CHEMBL1487070,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCN7CNCC7=O,0.1,
CHEMBL1491574,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCSCCO,0.14,
CHEMBL1533232,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCc7c[nH]c8cc(F)ccc78,0.03,
CHEMBL1369966,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCc7c[nH]c8ccc(O)cc78,0.14,
CHEMBL1399481,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCc7c[nH]c8ccc(OC)cc78,0.24,
CHEMBL1607133,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCc7c[nH]c8ccccc78,0.15,
CHEMBL1452894,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCc7ccc(O)c(O)c7,0.44,
CHEMBL1373610,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCc7ccc(O)c(OC)c7,0.25,
CHEMBL1487111,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCc7ccc(OC)c(Br)c7,0.08,
CHEMBL1450903,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCc7ccccn7,0.16,
CHEMBL1484689,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5CCn7cc(nc7C)[N+](=O)[O-],0.07,
CHEMBL1358560,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7c(O)c(C)cnc7CO,0.37,
CHEMBL1374849,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7cc(C)n(C)n7,0.05,
CHEMBL1481378,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7cc(F)c(F)c(F)c7,0.03,
CHEMBL1563507,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7cc(F)cc8COCOc78,0.07,
CHEMBL1494408,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccc(nc7)C(F)(F)F,0.06,
CHEMBL1476266,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccc(C)c(F)c7F,0.05,
CHEMBL1367222,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7oc(C)cc7,0.12,
CHEMBL1602112,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccc(Cl)c(c7)C(F)(F)F,0.04,
CHEMBL1527443,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccc(O)c(OC)c7,0.25,
CHEMBL1373773,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccc(OC(F)(F)F)cc7,0.07,
CHEMBL1378237,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccc(OC)c(OC)c7,0.17,
CHEMBL1527132,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccc(cc7)S(=O)(=O)C,0.05,
CHEMBL1317056,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7ccccn7,0.16,
